"visitnumber","visitid","visitstarttime","date","fullvisitorid","channelgrouping","socialengagementtype","pageviews","unit_price"
1,1497531385,1497531385,"2017-06-15",8.871154359569887E+17,"Social","Not Socially Engaged",1,0
1,1501039875,1501039875,"2017-07-25",6.190548170166838E+17,"Social","Not Socially Engaged",1,0
2,1494975490,1494975490,"2017-05-16",6.614366441202482E+17,"Organic Search","Not Socially Engaged",1,55990000
1,1499803433,1499803433,"2017-07-11",4.782551909615188E+18,"Direct","Not Socially Engaged",1,119000000
1,1498132461,1498132461,"2017-06-22",4.175543360379748E+17,"Organic Search","Not Socially Engaged",1,0
9,1498092789,1498092789,"2017-06-21",2.0161120433473784E+18,"Organic Search","Not Socially Engaged",1,0
3,1501643390,1501643390,"2017-08-01",1.5397917301349028E+18,"Organic Search","Not Socially Engaged",1,0
1,1501042695,1501042695,"2017-07-25",4.4764042258706145E+18,"Organic Search","Not Socially Engaged",1,0
1,1501009224,1501009224,"2017-07-25",8.647228914500662E+17,"Direct","Not Socially Engaged",1,0
1,1501527272,1501527272,"2017-07-31",9.824006614474504E+18,"Direct","Not Socially Engaged",1,0
1,1499960632,1499960632,"2017-07-13",6.324475973165251E+18,"Organic Search","Not Socially Engaged",1,0
3,1495041893,1495041893,"2017-05-17",2.819529764286232E+17,"Referral","Not Socially Engaged",1,0
1,1496098003,1496098003,"2017-05-29",3.4051301579504727E+18,"Organic Search","Not Socially Engaged",1,0
2,1493941184,1493941184,"2017-05-04",8.027302464790562E+16,"Direct","Not Socially Engaged",1,0
2,1501021927,1501021927,"2017-07-25",5.611341219278868E+18,"Organic Search","Not Socially Engaged",1,0
1,1495073776,1495073776,"2017-05-17",2.2403976238479722E+17,"Organic Search","Not Socially Engaged",1,0
9,1500301746,1500301746,"2017-07-17",6.698882086690933E+16,"Organic Search","Not Socially Engaged",1,0
1,1501566763,1501566763,"2017-07-31",9.463567147008383E+18,"Organic Search","Not Socially Engaged",1,0
1,1500362672,1500362672,"2017-07-18",1.3507903758376179E+17,"Direct","Not Socially Engaged",1,0
1,1497944566,1497944566,"2017-06-20",7.939710895793356E+18,"Direct","Not Socially Engaged",1,0
1,1501540297,1501540297,"2017-07-31",1.0335759057981489E+18,"Direct","Not Socially Engaged",1,0
2,1498343801,1498343801,"2017-06-24",5.996869062720811E+18,"Direct","Not Socially Engaged",1,0
2,1498815688,1498815688,"2017-06-30",7.690204554138684E+17,"Organic Search","Not Socially Engaged",1,0
1,1501511809,1501511809,"2017-07-31",1.7407863018413084E+18,"Organic Search","Not Socially Engaged",1,0
1,1493673417,1493673417,"2017-05-01",29835980432626216,"Referral","Not Socially Engaged",1,0
2,1494964002,1494964002,"2017-05-16",1.150879702049067E+18,"Organic Search","Not Socially Engaged",1,0
1,1495000031,1495000031,"2017-05-16",2.975362424021349E+18,"Organic Search","Not Socially Engaged",1,0
1,1494997160,1494997160,"2017-05-16",5.6899376930571123E+17,"Organic Search","Not Socially Engaged",1,0
1,1494946765,1494946765,"2017-05-16",7.391230549817609E+18,"Organic Search","Not Socially Engaged",1,0
1,1494987152,1494987152,"2017-05-16",9.9594927921343E+18,"Direct","Not Socially Engaged",1,0
1,1494926853,1494926853,"2017-05-16",3.8706169338885187E+18,"Organic Search","Not Socially Engaged",1,0
1,1494967939,1494967939,"2017-05-16",9.261110104664936E+18,"Organic Search","Not Socially Engaged",1,0
4,1494967903,1494967903,"2017-05-16",7.951847479761092E+18,"Organic Search","Not Socially Engaged",1,0
1,1494897070,1494897070,"2017-05-15",5.48681721703383E+18,"Organic Search","Not Socially Engaged",1,0
1,1494890264,1494890264,"2017-05-15",6.072500823058062E+18,"Organic Search","Not Socially Engaged",1,0
3,1494872777,1494872777,"2017-05-15",7.33638870476227E+17,"Organic Search","Not Socially Engaged",1,0
1,1494900664,1494900664,"2017-05-15",3.5489119385186437E+18,"Organic Search","Not Socially Engaged",1,0
1,1494873875,1494873875,"2017-05-15",8.064578223579016E+17,"Organic Search","Not Socially Engaged",1,0
2,1495038766,1495038766,"2017-05-17",7.408981527744786E+18,"Organic Search","Not Socially Engaged",1,0
1,1495047477,1495047477,"2017-05-17",9.615083183553957E+17,"Direct","Not Socially Engaged",1,0
1,1495047252,1495047252,"2017-05-17",9.427368564280986E+18,"Organic Search","Not Socially Engaged",1,0
1,1495035265,1495035265,"2017-05-17",9.17669025699903E+18,"Organic Search","Not Socially Engaged",1,0
3,1493730242,1493730242,"2017-05-02",1.3896112014468954E+18,"Direct","Not Socially Engaged",1,0
1,1497890165,1497890165,"2017-06-19",6.862519252759277E+17,"Direct","Not Socially Engaged",1,0
1,1497903450,1497903450,"2017-06-19",6.285501402398793E+18,"Organic Search","Not Socially Engaged",1,0
1,1498064320,1498064320,"2017-06-21",6.516637333799765E+18,"Direct","Not Socially Engaged",1,0
3,1501645124,1501645124,"2017-08-01",2.2767825455345477E+18,"Referral","Not Socially Engaged",1,0
2,1501535220,1501535220,"2017-07-31",7.885793634005245E+16,"Direct","Not Socially Engaged",1,0
1,1494948446,1494948446,"2017-05-16",2.406001647646624E+16,"Direct","Not Socially Engaged",2,0
1,1501490100,1501490100,"2017-07-31",2.395299316249899E+18,"Direct","Not Socially Engaged",2,0
1,1497665867,1497665867,"2017-06-16",2.229419608928999E+18,"Organic Search","Not Socially Engaged",2,0
1,1496163734,1496163734,"2017-05-30",2.2978366140942083E+18,"Direct","Not Socially Engaged",2,0
1,1498758456,1498758456,"2017-06-29",8.408914583449254E+17,"Paid Search","Not Socially Engaged",2,0
3,1498002676,1498002676,"2017-06-20",6.821560832599618E+18,"Organic Search","Not Socially Engaged",2,0
2,1499990770,1499990770,"2017-07-13",7.855850248369436E+18,"Referral","Not Socially Engaged",1,39990000
10,1500920362,1500920362,"2017-07-24",4.373431334404891E+18,"Display","Not Socially Engaged",1,4800000
1,1500749958,1500749958,"2017-07-22",7.531147367198738E+18,"Organic Search","Not Socially Engaged",3,0
3,1500518068,1500518068,"2017-07-19",6.386481962476308E+18,"Organic Search","Not Socially Engaged",2,13990000
2,1496769455,1496769455,"2017-06-06",2.333755080586007E+18,"Paid Search","Not Socially Engaged",2,6990000
1,1498018381,1498018381,"2017-06-20",4.5706834591091194E+17,"Organic Search","Not Socially Engaged",4,0
1,1497159641,1497159641,"2017-06-10",8.08934540138701E+18,"Direct","Not Socially Engaged",3,12590000
3,1493821616,1493821616,"2017-05-03",4.828702923179484E+18,"Direct","Not Socially Engaged",4,249000000
1,1498427972,1498427972,"2017-06-25",3.9873586390175606E+18,"Direct","Not Socially Engaged",4,0
1,1501558477,1501558477,"2017-07-31",1.7088613435190682E+17,"Direct","Not Socially Engaged",6,0
1,1495548248,1495548248,"2017-05-23",8.648008828411275E+18,"Direct","Not Socially Engaged",9,149000000
1,1498569754,1498569754,"2017-06-27",4.7884642921412294E+17,"Direct","Not Socially Engaged",14,0
1,1494978569,1494978569,"2017-05-16",4.306696972886436E+18,"Social","Not Socially Engaged",1,55990000
1,1494710716,1494710716,"2017-05-13",2.109303985884821E+18,"Social","Not Socially Engaged",1,0
84,1496151542,1496151542,"2017-05-30",3.148617623907142E+18,"Social","Not Socially Engaged",1,0
1,1497574118,1497574118,"2017-06-15",3.446579398661689E+18,"Social","Not Socially Engaged",1,0
1,1497554286,1497554286,"2017-06-15",2.570329141880394E+18,"Social","Not Socially Engaged",1,0
2,1501608571,1501608571,"2017-08-01",4.756916253336701E+18,"Social","Not Socially Engaged",1,0
1,1501104408,1501104408,"2017-07-26",4.095731605810895E+18,"Social","Not Socially Engaged",1,0
1,1501550890,1501550890,"2017-07-31",1.271181015314496E+18,"Social","Not Socially Engaged",1,0
1,1495043911,1495043911,"2017-05-17",6.999641209676958E+18,"Social","Not Socially Engaged",1,0
18,1496014715,1496014715,"2017-05-28",4.710451593046097E+18,"Organic Search","Not Socially Engaged",1,0
23,1496115910,1496115910,"2017-05-29",4.710451593046097E+18,"Organic Search","Not Socially Engaged",1,0
1,1501245228,1501245228,"2017-07-28",8.646420905674927E+18,"Organic Search","Not Socially Engaged",1,0
24,1496148049,1496148049,"2017-05-30",4.710451593046097E+18,"Organic Search","Not Socially Engaged",1,0
2,1501165625,1501165625,"2017-07-27",1.3972371516884552E+18,"Organic Search","Not Socially Engaged",1,0
1,1501527583,1501527583,"2017-07-31",5.262986477870561E+18,"Direct","Not Socially Engaged",1,0
13,1501532635,1501532635,"2017-07-31",8.345813109773723E+18,"Organic Search","Not Socially Engaged",1,0
2,1501266400,1501266400,"2017-07-28",6.231575458830864E+18,"Direct","Not Socially Engaged",1,0
1,1499253670,1499253670,"2017-07-05",3.428373896136299E+18,"Organic Search","Not Socially Engaged",1,0
1,1501200107,1501200107,"2017-07-27",7.58928453554533E+18,"Organic Search","Not Socially Engaged",1,0
1,1497581805,1497581805,"2017-06-15",4.058939352857549E+18,"Direct","Not Socially Engaged",1,0
2,1501209882,1501209882,"2017-07-27",8.471735887761653E+18,"Direct","Not Socially Engaged",1,0
2,1496154696,1496154696,"2017-05-30",6.92989510167221E+18,"Referral","Not Socially Engaged",1,0
2,1495121318,1495121318,"2017-05-18",6.26583657435045E+18,"Organic Search","Not Socially Engaged",1,0
1,1497982747,1497982747,"2017-06-20",6.403825324735247E+18,"Direct","Not Socially Engaged",1,0
2,1496679809,1496679809,"2017-06-05",8.151988731272451E+18,"Referral","Not Socially Engaged",1,0
1,1495722984,1495722984,"2017-05-25",1.1348317754512055E+18,"Organic Search","Not Socially Engaged",1,0
1,1499222868,1499222868,"2017-07-04",7.106460930614578E+18,"Direct","Not Socially Engaged",1,0
1,1496611183,1496611183,"2017-06-04",8.912607521237577E+17,"Direct","Not Socially Engaged",1,0
7,1494939161,1494939161,"2017-05-16",7.366285301832651E+18,"Organic Search","Not Socially Engaged",1,0
1,1494977493,1494977493,"2017-05-16",6.051208385141997E+18,"Organic Search","Not Socially Engaged",1,0
3,1494889953,1494889953,"2017-05-15",2.373704780615167E+18,"Organic Search","Not Socially Engaged",1,0
1,1494956792,1494956792,"2017-05-16",3.8745973157374106E+18,"Organic Search","Not Socially Engaged",1,0
2,1494933626,1494933626,"2017-05-16",3.592469847236865E+18,"Organic Search","Not Socially Engaged",1,0
2,1494956028,1494956028,"2017-05-16",2.892327083957436E+18,"Organic Search","Not Socially Engaged",1,0
1,1494957783,1494957783,"2017-05-16",8.412218384602054E+18,"Direct","Not Socially Engaged",1,0
3,1494953996,1494953996,"2017-05-16",1.553549158953802E+17,"Organic Search","Not Socially Engaged",1,0
1,1500568009,1500568009,"2017-07-20",7.013582463018913E+18,"Direct","Not Socially Engaged",1,0
1,1494892079,1494892079,"2017-05-15",5.880194889313993E+18,"Organic Search","Not Socially Engaged",1,0
1,1494950543,1494950543,"2017-05-16",4.3551547851397965E+17,"Direct","Not Socially Engaged",1,0
1,1494986664,1494986664,"2017-05-16",3.601165469138497E+18,"Organic Search","Not Socially Engaged",1,0
1,1494884324,1494884324,"2017-05-15",4.172221139958043E+18,"Organic Search","Not Socially Engaged",1,0
1,1494894477,1494894477,"2017-05-15",2.3756713275312717E+18,"Organic Search","Not Socially Engaged",1,0
1,1494930540,1494930540,"2017-05-16",9.466517301154509E+18,"Organic Search","Not Socially Engaged",1,0
1,1494983028,1494983028,"2017-05-16",1.0482896230782796E+18,"Organic Search","Not Socially Engaged",1,0
1,1494991394,1494991394,"2017-05-16",1.0991991922455258E+18,"Direct","Not Socially Engaged",1,0
1,1494960186,1494960186,"2017-05-16",9.983818459914237E+16,"Organic Search","Not Socially Engaged",1,0
1,1494967889,1494967889,"2017-05-16",3.962455266897693E+18,"Organic Search","Not Socially Engaged",1,0
5,1494876103,1494876103,"2017-05-15",8.449648902710899E+18,"Organic Search","Not Socially Engaged",1,0
1,1494977547,1494977547,"2017-05-16",4.596856272303302E+18,"Direct","Not Socially Engaged",1,0
1,1494943222,1494943222,"2017-05-16",3.457927561265669E+18,"Organic Search","Not Socially Engaged",1,0
2,1494981535,1494981535,"2017-05-16",5.3028626091260326E+17,"Organic Search","Not Socially Engaged",1,0
1,1495036692,1495036692,"2017-05-17",4.2813432310502774E+18,"Organic Search","Not Socially Engaged",1,0
1,1498755398,1498755398,"2017-06-29",7.128257713310603E+18,"Direct","Not Socially Engaged",1,0
1,1498188695,1498188695,"2017-06-22",6.9190622897224E+18,"Organic Search","Not Socially Engaged",1,0
4,1498062575,1498062575,"2017-06-21",6.204463650092782E+18,"Referral","Not Socially Engaged",1,0
3,1500048014,1500048014,"2017-07-14",2.1499092200913167E+18,"Organic Search","Not Socially Engaged",1,0
4,1501283377,1501283377,"2017-07-28",1.1170280844323793E+18,"Display","Not Socially Engaged",1,0
1,1494982425,1494982425,"2017-05-16",9.04563730111656E+18,"Direct","Not Socially Engaged",2,0
1,1501462188,1501462188,"2017-07-30",9.529572320784079E+18,"Direct","Not Socially Engaged",2,0
1,1495009188,1495009188,"2017-05-17",6.646246781914774E+18,"Direct","Not Socially Engaged",2,0
1,1501527831,1501527831,"2017-07-31",2.0934566845488086E+17,"Direct","Not Socially Engaged",2,0
1,1498892931,1498892931,"2017-07-01",1.7681331205533074E+18,"Paid Search","Not Socially Engaged",2,0
2,1494961117,1494961117,"2017-05-16",9.864470319867323E+17,"Organic Search","Not Socially Engaged",2,0
5,1500861377,1500861377,"2017-07-23",4.302247063438864E+18,"Referral","Not Socially Engaged",2,24990000
2,1496927318,1496927318,"2017-06-08",3.0740717400615004E+18,"Organic Search","Not Socially Engaged",3,0
1,1501037116,1501037116,"2017-07-25",8.106606536963572E+18,"Direct","Not Socially Engaged",3,0
1,1500407181,1500407181,"2017-07-18",3.724076746324406E+18,"Organic Search","Not Socially Engaged",5,0
7,1497582104,1497582104,"2017-06-15",8.185320201157276E+18,"Direct","Not Socially Engaged",5,199000000
2,1500649438,1500649438,"2017-07-21",9.147239203175193E+18,"Referral","Not Socially Engaged",7,249000000
1,1494705990,1494705990,"2017-05-13",6.470547350370941E+18,"Social","Not Socially Engaged",1,0
70,1495201170,1495201170,"2017-05-19",3.148617623907142E+18,"Social","Not Socially Engaged",1,0
1,1497466187,1497466187,"2017-06-14",8.012466801043838E+18,"Social","Not Socially Engaged",1,0
1,1497456190,1497456190,"2017-06-14",2.1592297193686019E+18,"Social","Not Socially Engaged",1,0
1,1497469546,1497469546,"2017-06-14",3.333569462465814E+17,"Social","Not Socially Engaged",1,0
1,1497458920,1497458920,"2017-06-14",1.296754145982463E+18,"Social","Not Socially Engaged",1,0
1,1497517083,1497517083,"2017-06-15",2.370868663121138E+17,"Social","Not Socially Engaged",1,0
1,1497465757,1497465757,"2017-06-14",7.208747827884939E+18,"Social","Not Socially Engaged",1,0
2,1497564621,1497564621,"2017-06-15",5.820242561819225E+18,"Social","Not Socially Engaged",1,0
1,1497500287,1497500287,"2017-06-14",6.308167913528292E+18,"Social","Not Socially Engaged",1,0
1,1497459658,1497459658,"2017-06-14",2.679900044748855E+18,"Social","Not Socially Engaged",1,0
1,1495939554,1495939554,"2017-05-27",2.0394247521009546E+18,"Social","Not Socially Engaged",1,0
4,1495128316,1495128316,"2017-05-18",5.1508347321580077E+17,"Direct","Not Socially Engaged",1,0
1,1501613038,1501613038,"2017-08-01",9.729865350490579E+18,"Organic Search","Not Socially Engaged",1,0
1,1493637486,1493637486,"2017-05-01",7.30432570184082E+18,"Organic Search","Not Socially Engaged",1,0
1,1501006093,1501006093,"2017-07-25",1.736166189539321E+18,"Organic Search","Not Socially Engaged",1,0
2,1494716987,1494716987,"2017-05-13",1.4635563064156938E+17,"Organic Search","Not Socially Engaged",1,0
2,1499698816,1499698816,"2017-07-10",3.63796880391109E+18,"Direct","Not Socially Engaged",1,0
17,1501015911,1501015911,"2017-07-25",9.681060687378784E+18,"Direct","Not Socially Engaged",1,0
1,1501157510,1501157510,"2017-07-27",4.512557865142736E+18,"Direct","Not Socially Engaged",1,0
1,1495341814,1495341814,"2017-05-20",2.997450726403199E+18,"Direct","Not Socially Engaged",1,0
1,1500594718,1500594718,"2017-07-20",7.220873021117301E+18,"Organic Search","Not Socially Engaged",1,0
1,1501015366,1501015366,"2017-07-25",3.959798053641185E+17,"Organic Search","Not Socially Engaged",1,0
1,1501156947,1501156947,"2017-07-27",7.127914382617002E+17,"Organic Search","Not Socially Engaged",1,0
1,1501204408,1501204408,"2017-07-27",3.5872741156538824E+18,"Organic Search","Not Socially Engaged",1,0
1,1497585223,1497585223,"2017-06-15",5.054083158934923E+18,"Organic Search","Not Socially Engaged",1,0
1,1498195741,1498195741,"2017-06-22",6.48594908882065E+17,"Organic Search","Not Socially Engaged",1,0
1,1497818884,1497818884,"2017-06-18",7.633800100594322E+18,"Organic Search","Not Socially Engaged",1,0
14,1497484509,1497484509,"2017-06-14",7.231020839457531E+18,"Organic Search","Not Socially Engaged",1,0
4,1495130946,1495130946,"2017-05-18",3.388511572978917E+18,"Organic Search","Not Socially Engaged",1,0
2,1495056129,1495056129,"2017-05-17",6.682865368081025E+17,"Referral","Not Socially Engaged",1,0
1,1494949939,1494949939,"2017-05-16",5.321670719744497E+17,"Organic Search","Not Socially Engaged",1,0
1,1494882326,1494882326,"2017-05-15",4.73944080921991E+18,"Organic Search","Not Socially Engaged",1,0
1,1494998122,1494998122,"2017-05-16",7.083085073310323E+18,"Organic Search","Not Socially Engaged",1,0
1,1494964799,1494964799,"2017-05-16",6.37815573639002E+18,"Organic Search","Not Socially Engaged",1,0
2,1494957989,1494957989,"2017-05-16",2.264449357397394E+18,"Organic Search","Not Socially Engaged",1,0
1,1494936851,1494936851,"2017-05-16",6.273921713619433E+18,"Organic Search","Not Socially Engaged",1,0
1,1494872080,1494872080,"2017-05-15",3.9320594660467917E+18,"Organic Search","Not Socially Engaged",1,0
3,1494971526,1494971526,"2017-05-16",2.1667720750061932E+18,"Organic Search","Not Socially Engaged",1,0
1,1494957258,1494957258,"2017-05-16",8.617314414934835E+18,"Organic Search","Not Socially Engaged",1,0
1,1494950958,1494950958,"2017-05-16",3.280864718537479E+18,"Direct","Not Socially Engaged",1,0
1,1494935706,1494935706,"2017-05-16",5.183527703501074E+18,"Organic Search","Not Socially Engaged",1,0
1,1494894329,1494894329,"2017-05-15",8.150389265939034E+17,"Organic Search","Not Socially Engaged",1,0
1,1494890565,1494890565,"2017-05-15",5.860812459270743E+17,"Direct","Not Socially Engaged",1,0
2,1494871496,1494871496,"2017-05-15",7.422448397398943E+17,"Organic Search","Not Socially Engaged",1,0
1,1494885650,1494885650,"2017-05-15",1.9588113148924063E+18,"Organic Search","Not Socially Engaged",1,0
1,1494970204,1494970204,"2017-05-16",7.916032879090438E+18,"Organic Search","Not Socially Engaged",1,0
7,1494961172,1494961172,"2017-05-16",5.278594158764901E+16,"Organic Search","Not Socially Engaged",1,0
1,1495001422,1495001422,"2017-05-16",3.394369498573265E+18,"Organic Search","Not Socially Engaged",1,0
1,1495011078,1495011078,"2017-05-17",2.793602612175873E+17,"Organic Search","Not Socially Engaged",1,0
3,1500822280,1500822280,"2017-07-23",8.575271883363206E+18,"Organic Search","Not Socially Engaged",1,0
1,1497672687,1497672687,"2017-06-16",8.86833800545213E+17,"Organic Search","Not Socially Engaged",1,0
1,1498064666,1498064666,"2017-06-21",1.0932147998089039E+18,"Direct","Not Socially Engaged",1,0
4,1501347313,1501347313,"2017-07-29",3.6175410856926843E+18,"Organic Search","Not Socially Engaged",1,0
1,1501525466,1501525466,"2017-07-31",3.6842278598983465E+18,"Direct","Not Socially Engaged",2,0
1,1494968775,1494968775,"2017-05-16",9.32236670482365E+18,"Direct","Not Socially Engaged",2,0
1,1494928697,1494928697,"2017-05-16",3.6715076442193075E+18,"Organic Search","Not Socially Engaged",2,0
1,1497957126,1497957126,"2017-06-20",4.0728069809466234E+17,"Organic Search","Not Socially Engaged",2,0
1,1501261450,1501261450,"2017-07-28",8.544389414787915E+16,"Direct","Not Socially Engaged",2,0
2,1501034177,1501034177,"2017-07-25",9.990344366137625E+18,"Organic Search","Not Socially Engaged",1,15190000
3,1500307943,1500307943,"2017-07-17",4.0576300401109443E+18,"Organic Search","Not Socially Engaged",3,0
2,1500606346,1500606346,"2017-07-20",2.412624689795707E+18,"Direct","Not Socially Engaged",3,0
1,1501621126,1501621126,"2017-08-01",2.1026772914420073E+18,"Direct","Not Socially Engaged",3,16990000
1,1499077522,1499077522,"2017-07-03",7.817949631101649E+18,"Referral","Not Socially Engaged",3,0
2,1500397512,1500397512,"2017-07-18",7.413217389655469E+17,"Organic Search","Not Socially Engaged",4,0
1,1499063809,1499063809,"2017-07-02",3.906951941339583E+17,"Affiliates","Not Socially Engaged",3,1990000
1,1499320194,1499320194,"2017-07-05",9.660521101424255E+18,"Referral","Not Socially Engaged",4,0
2,1495328294,1495328294,"2017-05-20",6.108655916112422E+18,"Direct","Not Socially Engaged",5,6990000
1,1495743903,1495743903,"2017-05-25",9.586204524092598E+18,"Organic Search","Not Socially Engaged",8,9090000
1,1497544154,1497544154,"2017-06-15",4.191777655975919E+18,"Social","Not Socially Engaged",1,0
1,1497590039,1497590039,"2017-06-15",6.263394534040211E+18,"Social","Not Socially Engaged",1,0
1,1496715928,1496715928,"2017-06-05",6.591478464580074E+17,"Social","Not Socially Engaged",1,0
1,1497530447,1497530447,"2017-06-15",6.348365507613755E+18,"Social","Not Socially Engaged",1,0
1,1499655572,1499655572,"2017-07-09",1.192825095984536E+18,"Organic Search","Not Socially Engaged",1,0
1,1501357094,1501357094,"2017-07-29",3.55026694577609E+18,"Organic Search","Not Socially Engaged",1,0
1,1495423449,1495423449,"2017-05-21",5.515241146712706E+18,"Direct","Not Socially Engaged",1,0
1,1493737291,1493737291,"2017-05-02",5.636970335673464E+18,"Organic Search","Not Socially Engaged",1,0
1,1501556239,1501556239,"2017-07-31",5.856082607343953E+18,"Direct","Not Socially Engaged",1,0
1,1495345278,1495345278,"2017-05-20",9.569997273736902E+17,"Direct","Not Socially Engaged",1,0
13,1497869955,1497869955,"2017-06-19",2.3389570543313946E+18,"Organic Search","Not Socially Engaged",1,0
1,1500385481,1500385481,"2017-07-18",3.4786865987735076E+18,"Organic Search","Not Socially Engaged",1,0
1,1501498775,1501498775,"2017-07-31",2.9894161639513887E+18,"Organic Search","Not Socially Engaged",1,0
1,1501008053,1501008053,"2017-07-25",6.550480574996147E+18,"Organic Search","Not Socially Engaged",1,0
1,1499370180,1499370180,"2017-07-06",5.11439425313866E+16,"Organic Search","Not Socially Engaged",1,0
2,1497878097,1497878097,"2017-06-19",1.74441325827725E+18,"Organic Search","Not Socially Engaged",1,0
1,1500378362,1500378362,"2017-07-18",8.79800965053574E+18,"Direct","Not Socially Engaged",1,0
1,1496543039,1496543039,"2017-06-03",3.8571126521610173E+18,"Organic Search","Not Socially Engaged",1,0
1,1494374251,1494374251,"2017-05-09",3.25345690078535E+18,"Organic Search","Not Socially Engaged",1,0
1,1494948401,1494948401,"2017-05-16",2.3532770935073633E+18,"Organic Search","Not Socially Engaged",1,0
1,1494874665,1494874665,"2017-05-15",6.715271665062753E+18,"Organic Search","Not Socially Engaged",1,0
1,1494887800,1494887800,"2017-05-15",6.443567190133273E+18,"Organic Search","Not Socially Engaged",1,0
1,1494880617,1494880617,"2017-05-15",5.018073752186924E+18,"Organic Search","Not Socially Engaged",1,0
2,1494879086,1494879086,"2017-05-15",8.881834353521105E+18,"Organic Search","Not Socially Engaged",1,0
2,1494953320,1494953320,"2017-05-16",2.5197627491594355E+17,"Organic Search","Not Socially Engaged",1,0
2,1494945815,1494945815,"2017-05-16",6.065027592865021E+18,"Organic Search","Not Socially Engaged",1,0
1,1493663886,1493663886,"2017-05-01",9.608095529476424E+18,"Direct","Not Socially Engaged",1,0
1,1494927683,1494927683,"2017-05-16",7.199120442196204E+17,"Direct","Not Socially Engaged",1,0
1,1494963423,1494963423,"2017-05-16",8.471556281450598E+18,"Organic Search","Not Socially Engaged",1,0
1,1494933686,1494933686,"2017-05-16",2.1794545572047685E+18,"Organic Search","Not Socially Engaged",1,0
1,1494916713,1494916713,"2017-05-15",7.465089670034043E+18,"Organic Search","Not Socially Engaged",1,0
1,1494969625,1494969625,"2017-05-16",2.5906921924512343E+18,"Organic Search","Not Socially Engaged",1,0
1,1494911878,1494911878,"2017-05-15",7.708573518805951E+18,"Direct","Not Socially Engaged",1,0
2,1494982877,1494982877,"2017-05-16",1.2801261378773779E+17,"Organic Search","Not Socially Engaged",1,0
2,1494987178,1494987178,"2017-05-16",3.830673400964226E+18,"Organic Search","Not Socially Engaged",1,0
1,1494973657,1494973657,"2017-05-16",8.778390391268038E+18,"Organic Search","Not Socially Engaged",1,0
1,1494974531,1494974531,"2017-05-16",8.719045335153888E+17,"Organic Search","Not Socially Engaged",1,0
1,1495008110,1495008110,"2017-05-17",8.462243348895407E+18,"Organic Search","Not Socially Engaged",1,0
1,1497022332,1497022332,"2017-06-09",4.501373443180649E+18,"Direct","Not Socially Engaged",1,0
1,1500462013,1500462013,"2017-07-19",7.451887304662063E+18,"Organic Search","Not Socially Engaged",1,0
1,1498755371,1498755371,"2017-06-29",8.212519509493474E+18,"Direct","Not Socially Engaged",1,0
1,1495278136,1495278136,"2017-05-20",4.1813673402489185E+18,"Organic Search","Not Socially Engaged",1,0
1,1493627900,1493627900,"2017-05-01",4.2942330145965143E+18,"Organic Search","Not Socially Engaged",1,0
1,1495067897,1495067897,"2017-05-17",5.238082798673186E+18,"Direct","Not Socially Engaged",1,0
1,1496228137,1496228137,"2017-05-31",2.4230553762068347E+18,"Organic Search","Not Socially Engaged",1,0
2,1497832368,1497832368,"2017-06-18",6.230842952937003E+18,"Organic Search","Not Socially Engaged",1,0
1,1497922554,1497922554,"2017-06-19",2.637680358422579E+18,"Organic Search","Not Socially Engaged",1,0
1,1496195801,1496195801,"2017-05-30",9.91624511777195E+18,"Organic Search","Not Socially Engaged",1,0
1,1498064347,1498064347,"2017-06-21",5.579080846767451E+16,"Direct","Not Socially Engaged",1,0
4,1501332075,1501332075,"2017-07-29",8.383279938775962E+18,"Direct","Not Socially Engaged",1,0
7,1501495707,1501495707,"2017-07-31",3.280474801278424E+18,"Organic Search","Not Socially Engaged",1,0
1,1494965753,1494965753,"2017-05-16",2.720410946994419E+18,"Direct","Not Socially Engaged",2,0
1,1494978189,1494978189,"2017-05-16",1.9012473054929295E+18,"Direct","Not Socially Engaged",2,0
10,1500929158,1500929158,"2017-07-24",7.15983072508787E+18,"Referral","Not Socially Engaged",2,0
2,1501468763,1501468763,"2017-07-30",7.591160819717059E+18,"Referral","Not Socially Engaged",2,0
2,1501041693,1501041693,"2017-07-25",6.477384845757105E+17,"Direct","Not Socially Engaged",1,0
1,1497411494,1497411494,"2017-06-13",8.977039158734679E+18,"Organic Search","Not Socially Engaged",3,0
1,1500577227,1500577227,"2017-07-20",2.671190776790872E+18,"Organic Search","Not Socially Engaged",3,0
31,1499787021,1499787021,"2017-07-11",5.006129152154626E+18,"Direct","Not Socially Engaged",2,20990000
1,1495302575,1495302575,"2017-05-20",6.302863260782644E+17,"Direct","Not Socially Engaged",3,6990000
1,1496762317,1496762317,"2017-06-06",6.785724795783607E+18,"Direct","Not Socially Engaged",3,0
3,1496688320,1496688320,"2017-06-05",5.53596934197678E+17,"Referral","Not Socially Engaged",4,0
1,1495454102,1495454102,"2017-05-22",4.1229773226809196E+18,"Direct","Not Socially Engaged",6,9090000
1,1495529445,1495529445,"2017-05-23",5.3002884606852826E+17,"Social","Not Socially Engaged",1,0
1,1497504520,1497504520,"2017-06-14",9.671890380851683E+18,"Social","Not Socially Engaged",1,0
1,1497457517,1497457517,"2017-06-14",6.038607917824742E+18,"Social","Not Socially Engaged",1,0
1,1497555561,1497555561,"2017-06-15",8.277124811061265E+17,"Social","Not Socially Engaged",1,0
